2022-03-31 17:55:53,890 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.common.util.InitAdversarialDetectionDatabaseTest], using SpringBootContextLoader
2022-03-31 17:55:55,642 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.DeepfakesVideoDatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,642 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.Face2faceVideoDatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,643 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.FaceforensicRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,643 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.FaceswapVideoDatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,643 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.ForgerydetectionRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,644 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.ImageRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,644 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.ImagedatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,644 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.NeuraltexturesVideoDatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,645 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.OriginalVideoDatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,645 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.TraceDetectionRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,646 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.VideoRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,646 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.VideodatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-31 17:55:55,646 [main] INFO  -[RepositoryConfigurationDelegate.java:201]- Finished Spring Data repository scanning in 17 ms. Found 0 Redis repository interfaces.
2022-03-31 17:55:56,503 [main] INFO  -[TomcatWebServer.java:108]- Tomcat initialized with port(s): 8080 (http)
2022-03-31 17:55:56,514 [main] INFO  -[DirectJDKLog.java:173]- Initializing ProtocolHandler ["http-nio-8080"]
2022-03-31 17:55:56,514 [main] INFO  -[DirectJDKLog.java:173]- Starting service [Tomcat]
2022-03-31 17:55:56,514 [main] INFO  -[DirectJDKLog.java:173]- Starting Servlet engine: [Apache Tomcat/9.0.52]
2022-03-31 17:55:56,597 [main] INFO  -[DirectJDKLog.java:173]- Initializing Spring embedded WebApplicationContext
2022-03-31 17:55:56,597 [main] INFO  -[ServletWebServerApplicationContext.java:290]- Root WebApplicationContext: initialization completed in 2243 ms
2022-03-31 17:55:57,143 [main] INFO  -[HikariDataSource.java:110]- HikariPool-1 - Starting...
2022-03-31 17:55:57,556 [main] INFO  -[HikariDataSource.java:123]- HikariPool-1 - Start completed.
2022-03-31 17:55:57,806 [main] INFO  -[Version.java:46]- HHH000412: Hibernate Core {5.4.2.Final}
2022-03-31 17:55:58,075 [main] INFO  -[JavaReflectionManager.java:49]- HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2022-03-31 17:55:58,283 [main] INFO  -[Dialect.java:158]- HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2022-03-31 17:55:59,347 [main] INFO  -[JtaPlatformInitiator.java:52]- HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-03-31 17:55:59,350 [main] INFO  -[AbstractEntityManagerFactoryBean.java:437]- Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-03-31 17:56:01,330 [main] INFO  -[EndpointLinksResolver.java:58]- Exposing 1 endpoint(s) beneath base path '/actuator'
2022-03-31 17:56:01,577 [main] INFO  -[PropertySourcedRequestMappingHandlerMapping.java:69]- Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2022-03-31 17:56:02,622 [main] INFO  -[DirectJDKLog.java:173]- Starting ProtocolHandler ["http-nio-8080"]
2022-03-31 17:56:02,638 [main] INFO  -[TomcatWebServer.java:220]- Tomcat started on port(s): 8080 (http) with context path ''
2022-03-31 17:56:02,639 [main] INFO  -[DocumentationPluginsBootstrapper.java:160]- Context refreshed
2022-03-31 17:56:02,672 [main] INFO  -[DocumentationPluginsBootstrapper.java:163]- Found 1 custom documentation plugin(s)
2022-03-31 17:56:02,710 [main] INFO  -[ApiListingReferenceScanner.java:41]- Scanning for api listing references
2022-03-31 17:56:02,921 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: deleteResultUsingPOST_1
2022-03-31 17:56:02,987 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: getMediaResultUsingGET_1
2022-03-31 17:56:02,989 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: getResultUsingGET_1
2022-03-31 17:56:02,993 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: listResultPageUsingGET_1
2022-03-31 17:56:03,015 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: downloadVideosUsingGET_1
2022-03-31 17:56:03,022 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: deleteResultUsingPOST_2
2022-03-31 17:56:03,027 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: getResultUsingGET_2
2022-03-31 17:56:03,032 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: listResultPageUsingGET_2
2022-03-31 17:56:03,039 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: handleUsingGET_1
2022-03-31 17:56:03,050 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: deleteResultUsingPOST_3
2022-03-31 17:56:03,053 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: getResultUsingGET_3
2022-03-31 17:56:03,057 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: listResultPageUsingGET_3
2022-03-31 17:56:03,059 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: runForgeryUsingPOST_1
2022-03-31 17:56:03,101 [main] INFO  -[StartupInfoLogger.java:61]- Started InitAdversarialDetectionDatabaseTest in 9.016 seconds (JVM running for 9.847)
2022-03-31 17:56:03,206 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.common.util.InterceptAllVideoPhotoTest], using SpringBootContextLoader
2022-03-31 17:56:03,207 [main] INFO  -[AbstractContextLoader.java:264]- Could not detect default resource locations for test class [com.pharaoh.deepfake.common.util.InterceptAllVideoPhotoTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-03-31 17:56:03,207 [main] INFO  -[AnnotationConfigContextLoaderUtils.java:83]- Could not detect default configuration classes for test class [com.pharaoh.deepfake.common.util.InterceptAllVideoPhotoTest]: InterceptAllVideoPhotoTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-03-31 17:56:03,209 [main] INFO  -[SpringBootTestContextBootstrapper.java:238]- Found @SpringBootConfiguration com.pharaoh.deepfake.DeepfakeApplication for test class com.pharaoh.deepfake.common.util.InterceptAllVideoPhotoTest
2022-03-31 17:56:03,211 [main] INFO  -[AbstractTestContextBootstrapper.java:245]- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-03-31 17:56:03,212 [main] INFO  -[AbstractTestContextBootstrapper.java:174]- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4b02dc4e, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@b67b359, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@98c4a8b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@130bd00e, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4eb69e8d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fd1179, org.springframework.test.context.transaction.TransactionalTestExecutionListener@13cec4ff, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5e08ed28, org.springframework.test.context.event.EventPublishingTestExecutionListener@24b05292, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@34d6e9a4, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@515a2afd, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4822fc53, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@6e200307, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@6db84cae, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@6db59e26]
2022-03-31 17:56:03,228 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.common.util.RenameFileTest], using SpringBootContextLoader
2022-03-31 17:56:03,230 [main] INFO  -[AbstractContextLoader.java:264]- Could not detect default resource locations for test class [com.pharaoh.deepfake.common.util.RenameFileTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-03-31 17:56:03,230 [main] INFO  -[AnnotationConfigContextLoaderUtils.java:83]- Could not detect default configuration classes for test class [com.pharaoh.deepfake.common.util.RenameFileTest]: RenameFileTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-03-31 17:56:03,232 [main] INFO  -[SpringBootTestContextBootstrapper.java:238]- Found @SpringBootConfiguration com.pharaoh.deepfake.DeepfakeApplication for test class com.pharaoh.deepfake.common.util.RenameFileTest
2022-03-31 17:56:03,235 [main] INFO  -[AbstractTestContextBootstrapper.java:245]- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-03-31 17:56:03,236 [main] INFO  -[AbstractTestContextBootstrapper.java:174]- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@517fb2c3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6c289070, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@69e58566, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2e41e0c, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@2e214d39, org.springframework.test.context.support.DirtiesContextTestExecutionListener@622e39d, org.springframework.test.context.transaction.TransactionalTestExecutionListener@43a9988a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@611ffa8d, org.springframework.test.context.event.EventPublishingTestExecutionListener@45f32b12, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@54dc163a, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5bbeb9e3, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@456beb8b, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@191cf38f, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@2dc54b50, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@31a9eaa]
2022-03-31 17:56:03,252 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.DeepfakeApplicationTests], using SpringBootContextLoader
2022-03-31 17:56:03,253 [main] INFO  -[AbstractContextLoader.java:264]- Could not detect default resource locations for test class [com.pharaoh.deepfake.DeepfakeApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-03-31 17:56:03,253 [main] INFO  -[AnnotationConfigContextLoaderUtils.java:83]- Could not detect default configuration classes for test class [com.pharaoh.deepfake.DeepfakeApplicationTests]: DeepfakeApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-03-31 17:56:03,257 [main] INFO  -[SpringBootTestContextBootstrapper.java:238]- Found @SpringBootConfiguration com.pharaoh.deepfake.DeepfakeApplication for test class com.pharaoh.deepfake.DeepfakeApplicationTests
2022-03-31 17:56:03,258 [main] INFO  -[AbstractTestContextBootstrapper.java:245]- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-03-31 17:56:03,259 [main] INFO  -[AbstractTestContextBootstrapper.java:174]- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@395854dd, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@53b60595, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@2f9d47a3, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7d7d7b1a, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@67836d4, org.springframework.test.context.support.DirtiesContextTestExecutionListener@65011123, org.springframework.test.context.transaction.TransactionalTestExecutionListener@20e4e27f, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@36d7e8d2, org.springframework.test.context.event.EventPublishingTestExecutionListener@715ea64a, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1cbb394b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1b4bc7b9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@12d33d7a, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@16bbb59c, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@538fb761, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@163cd4a6]
2022-03-31 17:56:03,271 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.repository.OriginalVideoDatasetRepositoryTest], using SpringBootContextLoader
2022-03-31 17:56:03,274 [main] INFO  -[AbstractContextLoader.java:264]- Could not detect default resource locations for test class [com.pharaoh.deepfake.repository.OriginalVideoDatasetRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-03-31 17:56:03,274 [main] INFO  -[AnnotationConfigContextLoaderUtils.java:83]- Could not detect default configuration classes for test class [com.pharaoh.deepfake.repository.OriginalVideoDatasetRepositoryTest]: OriginalVideoDatasetRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-03-31 17:56:03,280 [main] INFO  -[SpringBootTestContextBootstrapper.java:238]- Found @SpringBootConfiguration com.pharaoh.deepfake.DeepfakeApplication for test class com.pharaoh.deepfake.repository.OriginalVideoDatasetRepositoryTest
2022-03-31 17:56:03,282 [main] INFO  -[AbstractTestContextBootstrapper.java:245]- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
