2022-03-29 09:42:12,827 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.common.util.InitAdversarialDetectionDatabaseTest], using SpringBootContextLoader
2022-03-29 09:42:15,210 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.FaceforensicRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,211 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.FaceswapVideoDatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,211 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.ForgerydetectionRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,212 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.ImageRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,212 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.ImagedatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,213 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.NeuraltexturesVideoDatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,213 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.OriginalVideoDatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,213 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.TraceDetectionRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,214 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.VideoRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,214 [main] INFO  -[RepositoryConfigurationExtensionSupport.java:349]- Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.pharaoh.deepfake.repository.VideodatasetRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-03-29 09:42:15,215 [main] INFO  -[RepositoryConfigurationDelegate.java:201]- Finished Spring Data repository scanning in 18 ms. Found 0 Redis repository interfaces.
2022-03-29 09:42:16,666 [main] INFO  -[TomcatWebServer.java:108]- Tomcat initialized with port(s): 8080 (http)
2022-03-29 09:42:16,691 [main] INFO  -[DirectJDKLog.java:173]- Initializing ProtocolHandler ["http-nio-8080"]
2022-03-29 09:42:16,692 [main] INFO  -[DirectJDKLog.java:173]- Starting service [Tomcat]
2022-03-29 09:42:16,692 [main] INFO  -[DirectJDKLog.java:173]- Starting Servlet engine: [Apache Tomcat/9.0.52]
2022-03-29 09:42:16,821 [main] INFO  -[DirectJDKLog.java:173]- Initializing Spring embedded WebApplicationContext
2022-03-29 09:42:16,821 [main] INFO  -[ServletWebServerApplicationContext.java:290]- Root WebApplicationContext: initialization completed in 3548 ms
2022-03-29 09:42:17,682 [main] INFO  -[HikariDataSource.java:110]- HikariPool-1 - Starting...
2022-03-29 09:42:18,173 [main] INFO  -[HikariDataSource.java:123]- HikariPool-1 - Start completed.
2022-03-29 09:42:18,592 [main] INFO  -[Version.java:46]- HHH000412: Hibernate Core {5.4.2.Final}
2022-03-29 09:42:18,842 [main] INFO  -[JavaReflectionManager.java:49]- HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2022-03-29 09:42:19,048 [main] INFO  -[Dialect.java:158]- HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2022-03-29 09:42:20,104 [main] INFO  -[JtaPlatformInitiator.java:52]- HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-03-29 09:42:20,109 [main] INFO  -[AbstractEntityManagerFactoryBean.java:437]- Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-03-29 09:42:22,285 [main] INFO  -[EndpointLinksResolver.java:58]- Exposing 1 endpoint(s) beneath base path '/actuator'
2022-03-29 09:42:22,531 [main] INFO  -[PropertySourcedRequestMappingHandlerMapping.java:69]- Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2022-03-29 09:42:23,539 [main] INFO  -[DirectJDKLog.java:173]- Starting ProtocolHandler ["http-nio-8080"]
2022-03-29 09:42:23,555 [main] INFO  -[TomcatWebServer.java:220]- Tomcat started on port(s): 8080 (http) with context path ''
2022-03-29 09:42:23,556 [main] INFO  -[DocumentationPluginsBootstrapper.java:160]- Context refreshed
2022-03-29 09:42:23,586 [main] INFO  -[DocumentationPluginsBootstrapper.java:163]- Found 1 custom documentation plugin(s)
2022-03-29 09:42:23,624 [main] INFO  -[ApiListingReferenceScanner.java:41]- Scanning for api listing references
2022-03-29 09:42:23,821 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: deleteResultUsingPOST_1
2022-03-29 09:42:23,884 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: getMediaResultUsingGET_1
2022-03-29 09:42:23,885 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: getResultUsingGET_1
2022-03-29 09:42:23,889 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: listResultPageUsingGET_1
2022-03-29 09:42:23,908 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: downloadVideosUsingGET_1
2022-03-29 09:42:23,914 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: deleteResultUsingPOST_2
2022-03-29 09:42:23,919 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: getResultUsingGET_2
2022-03-29 09:42:23,923 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: listResultPageUsingGET_2
2022-03-29 09:42:23,931 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: handleUsingGET_1
2022-03-29 09:42:23,941 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: deleteResultUsingPOST_3
2022-03-29 09:42:23,945 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: getResultUsingGET_3
2022-03-29 09:42:23,950 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: listResultPageUsingGET_3
2022-03-29 09:42:23,951 [main] INFO  -[CachingOperationNameGenerator.java:40]- Generating unique operation named: runForgeryUsingPOST_1
2022-03-29 09:42:23,996 [main] INFO  -[StartupInfoLogger.java:61]- Started InitAdversarialDetectionDatabaseTest in 10.982 seconds (JVM running for 11.782)
2022-03-29 09:42:24,079 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.common.util.InterceptAllVideoPhotoTest], using SpringBootContextLoader
2022-03-29 09:42:24,080 [main] INFO  -[AbstractContextLoader.java:264]- Could not detect default resource locations for test class [com.pharaoh.deepfake.common.util.InterceptAllVideoPhotoTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-03-29 09:42:24,080 [main] INFO  -[AnnotationConfigContextLoaderUtils.java:83]- Could not detect default configuration classes for test class [com.pharaoh.deepfake.common.util.InterceptAllVideoPhotoTest]: InterceptAllVideoPhotoTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-03-29 09:42:24,082 [main] INFO  -[SpringBootTestContextBootstrapper.java:238]- Found @SpringBootConfiguration com.pharaoh.deepfake.DeepfakeApplication for test class com.pharaoh.deepfake.common.util.InterceptAllVideoPhotoTest
2022-03-29 09:42:24,084 [main] INFO  -[AbstractTestContextBootstrapper.java:245]- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-03-29 09:42:24,085 [main] INFO  -[AbstractTestContextBootstrapper.java:174]- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@3b863b4, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2524f9bf, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@7e2c8622, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@4b02dc4e, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@b67b359, org.springframework.test.context.support.DirtiesContextTestExecutionListener@98c4a8b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@130bd00e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4eb69e8d, org.springframework.test.context.event.EventPublishingTestExecutionListener@78fd1179, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@13cec4ff, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5e08ed28, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@24b05292, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@34d6e9a4, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@515a2afd, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@4822fc53]
2022-03-29 09:42:38,626 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.common.util.RenameFileTest], using SpringBootContextLoader
2022-03-29 09:42:38,627 [main] INFO  -[AbstractContextLoader.java:264]- Could not detect default resource locations for test class [com.pharaoh.deepfake.common.util.RenameFileTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-03-29 09:42:38,627 [main] INFO  -[AnnotationConfigContextLoaderUtils.java:83]- Could not detect default configuration classes for test class [com.pharaoh.deepfake.common.util.RenameFileTest]: RenameFileTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-03-29 09:42:38,628 [main] INFO  -[SpringBootTestContextBootstrapper.java:238]- Found @SpringBootConfiguration com.pharaoh.deepfake.DeepfakeApplication for test class com.pharaoh.deepfake.common.util.RenameFileTest
2022-03-29 09:42:38,630 [main] INFO  -[AbstractTestContextBootstrapper.java:245]- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-03-29 09:42:38,630 [main] INFO  -[AbstractTestContextBootstrapper.java:174]- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7be95197, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7719b257, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@4a571516, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@681302ad, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@594793d1, org.springframework.test.context.support.DirtiesContextTestExecutionListener@63f609a4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@11fb4f69, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@618d2191, org.springframework.test.context.event.EventPublishingTestExecutionListener@4b1ef6a, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@57596d71, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1c12f0f4, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@149bdb4e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1f5aac08, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3747877, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@86abdbd]
2022-03-29 09:42:38,838 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.DeepfakeApplicationTests], using SpringBootContextLoader
2022-03-29 09:42:38,840 [main] INFO  -[AbstractContextLoader.java:264]- Could not detect default resource locations for test class [com.pharaoh.deepfake.DeepfakeApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-03-29 09:42:38,840 [main] INFO  -[AnnotationConfigContextLoaderUtils.java:83]- Could not detect default configuration classes for test class [com.pharaoh.deepfake.DeepfakeApplicationTests]: DeepfakeApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-03-29 09:42:38,844 [main] INFO  -[SpringBootTestContextBootstrapper.java:238]- Found @SpringBootConfiguration com.pharaoh.deepfake.DeepfakeApplication for test class com.pharaoh.deepfake.DeepfakeApplicationTests
2022-03-29 09:42:38,846 [main] INFO  -[AbstractTestContextBootstrapper.java:245]- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-03-29 09:42:38,846 [main] INFO  -[AbstractTestContextBootstrapper.java:174]- Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@311819e8, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1639ec7a, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1928208d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@62099f75, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@132f1d85, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4a2c69a6, org.springframework.test.context.transaction.TransactionalTestExecutionListener@12581426, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3c84c32f, org.springframework.test.context.event.EventPublishingTestExecutionListener@57ac220f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7e641005, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2ccfd2cb, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@36c8e1c6, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@42014a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5e78dd7f, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@cf315f1]
2022-03-29 09:42:38,858 [main] INFO  -[AbstractTestContextBootstrapper.java:305]- Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.pharaoh.deepfake.repository.OriginalVideoDatasetRepositoryTest], using SpringBootContextLoader
2022-03-29 09:42:38,860 [main] INFO  -[AbstractContextLoader.java:264]- Could not detect default resource locations for test class [com.pharaoh.deepfake.repository.OriginalVideoDatasetRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-03-29 09:42:38,860 [main] INFO  -[AnnotationConfigContextLoaderUtils.java:83]- Could not detect default configuration classes for test class [com.pharaoh.deepfake.repository.OriginalVideoDatasetRepositoryTest]: OriginalVideoDatasetRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-03-29 09:42:38,865 [main] INFO  -[SpringBootTestContextBootstrapper.java:238]- Found @SpringBootConfiguration com.pharaoh.deepfake.DeepfakeApplication for test class com.pharaoh.deepfake.repository.OriginalVideoDatasetRepositoryTest
2022-03-29 09:42:38,866 [main] INFO  -[AbstractTestContextBootstrapper.java:245]- Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
